SUBSTÂNCIA,CÓDIGO GGREM,PMC Sem Imposto
TEDUGLUTIDA,501121030037917,126281.05
TELMISARTANA,541812080003306,122.84
TEMOZOLOMIDA,508020020128307,162.73
TEOFILINA,500208701119310,20.82
TERCONAZOL,507743801163115,47.24
TERIFLUNOMIDA,538020060030207,5181.03
TERIPARATIDA,507612110017403,4010.31
TERPINA MONOIDRATADA;MENTOL;EUCALIPTOL,541820020117007,32.62
TESTOSTERONA,507613060017902,371.11
TETRAIDROCANABINOL;CANABIDIOL,539217070000902,3090.03
TEZEPELUMABE,502323020035602,9704.09
TIABENDAZOL,514006001167417,20.74
TIABENDAZOL;MEBENDAZOL,504614110026417,16.58
TIABENDAZOL;SULFATO DE NEOMICINA,505506701169415,55.27
TIAMAZOL,504123030083703,61.93
TIANEPTINA SÓDICA,531301301117319,123.99
TIBOLONA,525522080025617,100.49
TICAGRELOR,523723070050504,135.66
TILDRAKIZUMABE,532424030033602,12786.61
TIMOMODULINA,500504901135413,130.47
TIMOSTIMULINA,516501101150410,54.03
TINIDAZOL,526128301118112,11.22
TINIDAZOL;MICONAZOL,508024701162413,37.84
TINIDAZOL;TIOCONAZOL,524802201163418,75.39
TINIDAZOL;TIOCONAZOL;SECNIDAZOL,509003701171415,89.61
TIOCOLCHICOSÍDEO,509521040029106,78.68
TIOCONAZOL,505510201167411,74.06
TIOGUANINA,505613090039712,343.43
TIROTRICINA;CLORIDRATO DE LIDOCAINA;SULFATO DE HIDROXIQUINOLINA,516300806130428,36.83
TIROTRICINA;SULFATO DE HIDROXIQUINOLINA,516300801163425,29.54
TIRZEPATIDA,507624010022601,1401.41
TOBRAMICINA,508503903131313,11290.38
TOPIRAMATO,523709303115418,71.9
TOSILATO DE EDOXABANA MONOIDRATADO,530421070017703,77.92
TOSILATO DE RITLECITINIBE,522724040094002,5648.21
TOSILATO DE SORAFENIBE,538912050012113,10759.71
TOSILATO DE TALAZOPARIBE,522722080091002,8888.59
TOXINA BOTULÍNICA A,506713201151410,2142.54
TOXÓIDE PERTUSSIS;AGLUTINÓGENOS FIMBRIAIS DE BORDETELLA PERTUSSIS DOS SOROTIPOS 2 E 3;TOXÓIDE DIFTÉRICO;PERTACTINA;TOXÓIDE TETÂNICO;HEMAGLUTININA FILAMENTOSA,576720060074617,163.0
TOXÓIDE PERTUSSIS;CONJUGADO DE POLISSACARÍDEO CAPSULAR DE HAEMOPHILUS INFLUENZAE TIPO B E TOXÓIDE TETÂNICO;POLIOVÍRUS INATIVADOS TIPO 3;POLIOVÍRUS INATIVADOS TIPO 2;ANTÍGENO DE SUPERFÍCIE DA HEPATITE B;TOXÓIDE DIFTÉRICO;PERTACTINA;POLIOVÍRUS INATIVADOS TIPO 1;TOXÓIDE TETÂNICO;HEMAGLUTININA FILAMENTOSA,510604101154317,299.33
TOXÓIDE PERTUSSIS;FÍMBRIAS;TOXÓIDE DIFTÉRICO;PERTACTINA;TOXÓIDE TETÂNICO;HEMAGLUTININA FILAMENTOSA,576720060072517,82.63
TOXÓIDE PERTUSSIS;POLIOVÍRUS INATIVADOS TIPO 3;POLIOVÍRUS INATIVADOS TIPO 2;AGLUTINÓGENOS FIMBRIAIS DE BORDETELLA PERTUSSIS DOS SOROTIPOS 2 E 3;TOXÓIDE DIFTÉRICO;PERTACTINA;POLIOVÍRUS INATIVADOS TIPO 1;TOXÓIDE TETÂNICO;HEMAGLUTININA FILAMENTOSA,576720040062417,121.23
TOXÓIDE PERTUSSIS;POLIOVÍRUS INATIVADOS TIPO 3;POLIOVÍRUS INATIVADOS TIPO 2;AGLUTINÓGENOS FIMBRIAIS DE BORDETELLA PERTUSSIS DOS SOROTIPOS 2 E 3;TOXÓIDE DIFTÉRICO;PERTACTINA;POLIOVÍRUS INATIVADOS TIPO 1;TOXÓIDE TETÂNICO;HEMAGLUTININA FILAMENTOSA;POLISSACARÍDEO DE HAEMOPHILUS INFLUENZAE TIPO B,576720060072217,177.6
TOXÓIDE PERTUSSIS;POLIOVÍRUS INATIVADOS TIPO 3;POLIOVÍRUS INATIVADOS TIPO 2;TOXÓIDE DIFTÉRICO;PERTACTINA;POLIOVÍRUS INATIVADOS TIPO 1;TOXÓIDE TETÂNICO;HEMAGLUTININA FILAMENTOSA,510612901156412,186.35
TOXÓIDE PERTUSSIS;POLIOVÍRUS INATIVADOS TIPO 3;POLIOVÍRUS INATIVADOS TIPO 2;TOXÓIDE DIFTÉRICO;POLIOVÍRUS INATIVADOS TIPO 1;TOXÓIDE TETÂNICO;HEMAGLUTININA FILAMENTOSA,576720060071217,127.14
TOXÓIDE PERTUSSIS;POLIOVÍRUS TIPO 3;POLIOVÍRUS TIPO 2;ANTÍGENO DE SUPERFÍCIE DA HEPATITE B;TOXÓIDE DIFTÉRICO;TOXÓIDE TETÂNICO;HEMAGLUTININA FILAMENTOSA;POLISSACARÍDEO DE HAEMOPHILUS INFLUENZAE TIPO B;POLIOVÍRUS TIPO 1 (MAHONEY),576720050069717,195.89
TOXÓIDE PERTUSSIS;POLIOVÍRUS TIPO 3;POLIOVÍRUS TIPO 2;TOXÓIDE DIFTÉRICO;TOXÓIDE TETÂNICO;HEMAGLUTININA FILAMENTOSA;POLISSACARÍDEO DE HAEMOPHILUS INFLUENZAE TIPO B CONJUGADO COM PROTEÍNA TETÂNICA;POLIOVÍRUS TIPO 1 (MAHONEY),576720060074417,3504.13
TOXÓIDE PERTUSSIS;TOXÓIDE DIFTÉRICO;PERTACTINA;TOXÓIDE TETÂNICO;HEMAGLUTININA FILAMENTOSA,510606301150311,163.0
TRANILCIPROMINA,510612110048403,40.24
TRAVOPROSTA,500903801177316,150.42
TRAVOPROSTA;MALEATO DE TIMOLOL,526122010147104,156.41
TRAVOPROSTA;MALEATO ÁCIDO DE TIMOLOL,500904701133315,156.4
TRETINOÍNA,510620030054617,47.6
TRETINOÍNA;FLUCLOROLONA ACETONIDA;HIDROQUINONA,512105401175414,108.35
TRETINOÍNA;FOSFATO DE CLINDAMICINA,512105901178315,85.46
TRI-HEPTANOÍNA,597321120000501,33476.79
TRIANCINOLONA ACETONIDA,508030102161112,13.85
TRIANCINOLONA ACETONIDA;SULFATO DE NEOMICINA;NISTATINA;GRAMICIDINA,508026902165114,35.54
TRIBENOSÍDEO;CLORIDRATO DE LIDOCAINA,510617110058017,25.78
TRIBULUS TERRESTRIS L.,511419120006707,63.88
TRICLOSANA;MENTOL;BENZOCAÍNA,508022050159617,30.01
TRIFENATATO DE VILANTEROL,510616030054602,87.22
TRIFENATATO DE VILANTEROL;BROMETO DE UMECLIDÍNIO;FUROATO DE FLUTICASONA,510620020054407,151.24
TRIFENATATO DE VILANTEROL;FUROATO DE FLUTICASONA,510614060051902,72.44
TRIFLURIDINA;TIPIRACILA,531320090011107,4395.56
TRIFOLIUM PRATENSE L.,509020100024707,37.46
TRIMETOPRIMA;SULFAMETOXAZOL,508020080133407,42.81
TRIMETOPRIMA;SULFAMETOXAZOL;CLORIDRATO DE FENAZOPIRIDINA,538817401112412,35.2
TRIPTORRELINA,500515050059703,6625.64
TROMETAMOL CETOROLACO,508024010177106,27.52
TROPICAMIDA,500902901178316,16.5
TROXERRUTINA;CUMARINA,506313401110410,33.89
TROXERRUTINA;SULFATO DE NEOMICINA;ÁCIDO ASCÓRBICO;ACETATO DE HIDROCORTISONA;BENZOCAÍNA,540915100016017,18.96
UNCARIA TOMENTOSA (WILLD. EX ROEM. & SCHULT.) DC. .,511420020008207,74.85
UNDECILATO DE TESTOSTERONA,508019010124906,449.07
UPADACITINIBE HEMI-HIDRATADO,543720060004207,5902.38
URIDINA-5'-TRIFOSFATO TRISSÓDICA;ACETATO DE HIDROXOCOBALAMINA;CITIDINA 5'-MONOFOSFATO DISSÓDICO,517700901112416,46.06
UROFOLITROPINA,525213050018604,217.33
URÉIA,510101202171415,68.04
USTEQUINUMABE,514507901152211,19239.04
VACCINIUM MACROCARPON AITON,504122060078307,129.67
VACINA ADSORVIDA MENINGOCÓCICA B (RECOMBINANTE),522721100090207,549.14
VACINA BCG,509700103150414,666.2
VACINA CONTRA SARAMPO,541913080002704,1988.37
VACINA COVID-19,522722030090507,225195.0
VACINA COVID-19 (RECOMBINANTE),541921060008707,51387.8
VACINA COVID-19 BIVALENTE,534224020031007,9623.73
"VACINA DENGUE 1, 2, 3 E 4 (ATENUADA)",501123040041202,289.68
VACINA HAEMOPHILUS INFLUENZAE B (CONJUGADA) E MENINGOCÓCICA C (CONJUGADA),541912100001604,90.0
VACINA HERPES-ZÓSTER (RECOMBINANTE),510622060059101,763.41
"VACINA INFLUENZA TETRAVALENTE (INATIVADA, SUBUNITÁRIA)",500219030043207,63.19
"VACINA INFLUENZA TRIVALENTE (INATIVADA, FRACIONADA)",576720020055317,60.56
"VACINA INFLUENZA TRIVALENTE (INATIVADA, SUBUNITÁRIA)",500213040030713,66.92
"VACINA SARAMPO, CAXUMBA, RUBÉOLA (ATENUADA)",510618090060307,52.04
"VACINA VÍRUS SINCICIAL RESPIRATÓRIO (RECOMBINANTE, ADJUVADA)",510624020060401,1208.5
VALERATO DE BETAMETASONA,510601610163311,37.28
VALERATO DE DIFLUCORTOLONA,538912050015513,29.32
VALERATO DE DIFLUCORTOLONA;NITRATO DE ISOCONAZOL,541120120002017,33.01
VALERATO DE ESTRADIOL MICRONIZADO,541819050108906,58.92
VALERIANA OFFICINALIS L.,515123030013807,37.67
VALPROATO DE SÓDIO,504118100064506,55.03
VALSARTANA,508022070165303,23.85
VALSARTANA;BESILATO DE ANLODIPINO,511518050066606,67.15
VALSARTANA;HIDROCLOROTIAZIDA,526505106111313,122.65
VALSARTANA;HIDROCLOROTIAZIDA;BESILATO DE ANLODIPINO,511518050066906,100.41
VALSARTANA;SACUBITRIL,526517080090401,148.76
VANDETANIBE,502313020022601,11982.84
VARFARINA SÓDICA,520728701118115,18.21
VEDOLIZUMABE,501115100024902,19300.67
VEMURAFENIBE,529212050024102,11089.51
VENETOCLAX,543718100003702,556.61
VIGABATRINA,576720070081817,385.91
VILDAGLIPTINA,526528904111212,52.91
VILDAGLIPTINA;CLORIDRATO DE METFORMINA,526529901116319,208.9
VIMPOCETINA,524813010008003,8.48
VIRUS DA VARICELA,527322060019717,174.31
VISMODEGIBE,529217010026901,31271.88
VITAMINA B1;NICOTINAMIDA;VITAMINA B2;VITAMINA B6;PANTOTENATO DE CÁLCIO,505520100021207,24.87
VITAMINA D;COLECALCIFEROL,500219060045504,122.67
VITAMINA E,533020050069907,39.61
VITELINATO DE PRATA,501000601179319,11.47
VITEX AGNUS-CASTUS L.,524819120007707,50.06
VOLANESORSENA SÓDICA,586021110000801,169790.16
VORICONAZOL,508017070118404,8696.04
VOSORITIDA,542422020000601,52082.51
VUTRISIRANA SÓDICA,587923030000502,760960.18
VÍRUS 17D DA FEBRE AMARELA,541915010005304,4552.61
VÍRUS DA CAXUMBA;VÍRUS DA RUBEOLA;VÍRUS DO SARAMPO,510605701155312,52.04
VÍRUS DA CAXUMBA;VÍRUS DA RUBEOLA;VÍRUS DO SARAMPO;VIRUS DA VARICELA,527322060020117,283.12
VÍRUS DA CAXUMBA;VÍRUS DA RUBEOLA;VÍRUS DO SARAMPO;VÍRUS DA VARICELA -ZOSTER,510611701153411,283.12
VÍRUS DA HEPATITE A INATIVADO,510603502155316,141.64
VÍRUS DA HEPATITE A INATIVADO;ANTÍGENO DE SUPERFÍCIE DA HEPATITE B,510608202151316,224.33
VÍRUS DA HEPATITE A PURIFICADO INATIVADO,525502501151411,99.44
VÍRUS DA VARICELA -ZOSTER,510620060055307,2238.14
VÍRUS QUIMÉRICO FEBRE AMARELA DENGUE SOROTIPO 4;VÍRUS QUIMÉRICO FEBRE AMARELA DENGUE SOROTIPO 3;VÍRUS QUIMÉRICO FEBRE AMARELA DENGUE SOROTIPO 2;VÍRUS QUIMÉRICO FEBRE AMARELA DENGUE SOROTIPO 1,576720030057817,193.12
XINAFOATO DE SALMETEROL;PROPIONATO DE FLUTICASONA,521924040022306,80.97
ZANAMIVIR,510606401171310,144.77
ZANUBRUTINIBE,534222020025107,41014.81
ZIDOVUDINA;LAMIVUDINA,510620070055407,1413.64
ZINGIBER OFFICINALE ROSCOE,509020010022407,34.44
ZOLMITRIPTANA,542818090002117,61.37
ZOPICLONA,576720080085217,65.85
ZUCLOPENTIXOL,524200203151412,48.1
ÁCIDO ACETILSALICÍLICO,504913100009004,83.3
ÁCIDO ACETILSALICÍLICO;ÁCIDO ASCÓRBICO,538916030026517,350.81
ÁCIDO AMINOCAPRÓICO,536214070004714,40.94
ÁCIDO ASCÓRBICO,524803601114315,47.18
ÁCIDO ASCÓRBICO 90%;ZINCO COMPLEXO GLICINATO,538919120029307,39.67
ÁCIDO ASCÓRBICO;CITRATO DE ZINCO,541819120114407,19.02
ÁCIDO ASCÓRBICO;ZINCO,538920090031607,16.85
ÁCIDO AZELAICO,526133101164419,70.66
ÁCIDO BENZÓICO;TERPINA MONOIDRATADA;MENTOL;EUCALIPTOL,516301101173418,24.0
ÁCIDO CARGLÚMICO,576920060000307,2638.12
ÁCIDO CÍTRICO ANIDRO;BICARBONATO DE SÓDIO;SULFATO DE MAGNÉSIO,597221090002007,66.17
ÁCIDO CÍTRICO;ACIDO ACETILSALICILICO;BICARBONATO DE SÓDIO;CARBONATO DE SÓDIO,597223050002617,10.78
ÁCIDO CÍTRICO;BICARBONATO DE SÓDIO;CARBONATO DE SÓDIO,540920120044307,10.87
ÁCIDO CÍTRICO;BICARBONATO DE SÓDIO;CARBONATO DE SÓDIO;ÁCIDO ACETILSALICÍLICO,510607301138417,65.22
ÁCIDO FUMÁRICO SIPONIMODE,526522010099702,366.08
ÁCIDO FUSÍDICO,504617050063017,40.41
ÁCIDO FUSÍDICO;VALERATO DE BETAMETASONA,607023020086317,50.8
ÁCIDO FÓLICO,524816070008103,34.5
ÁCIDO FÓLICO;CIANOCOBALAMINA,517105104139410,31.1
ÁCIDO GAMAMINOBUTÍRICO,536214070005114,47.21
ÁCIDO GLICÓLICO;HIDROQUINONA,512002802169414,66.6
ÁCIDO HIALURÔNICO,532813120002703,86.65
ÁCIDO MEFENÂMICO,507738901112117,23.99
ÁCIDO PARAMINOBENZÓICO;NITRATO DE TIAMINA;PANTOTENATO DE CÁLCIO;CISTINA;QUERATINA;LEVEDURA,504116090056503,167.61
ÁCIDO SALICÍLICO,517113060012504,32.07
ÁCIDO SALICÍLICO;DIPROPIONATO DE BETAMETASONA,520726601167118,21.18
ÁCIDO SALICÍLICO;ÓXIDO DE ZINCO;ENXOFRE;ÁCIDO BÓRICO,505300302171414,11.34
ÁCIDO TIÓCTICO,541521070021203,120.99
ÁCIDO URSODESOXICÓLICO,533802004111317,88.56
ÁCIDO VALPRÓICO,504118090064106,18.17
ÁCIDO VALPRÓICO;VALPROATO DE SÓDIO,532718020029903,14.05
ÁCIDO ZOLEDRÔNICO MONOIDRATADO,523719040039903,3364.14
ÁGUA,594724040000402,41.51
ÁLCOOL POLIVINÍLICO;CLORIDRATO DE FENILEFRINA,501006502131317,17.66
ÓLEO DE EUCALIPTO;CÂNFORA (2-BORNANONA);MENTOL,526217070014803,11.79
ÓLEO DE EUCALIPTO;LEVOMENTOL;CÂNFORA (2-BORNANONA),528700701161413,14.22
ÓLEO DE FÍGADO DE BACALHAU;ÓXIDO DE ZINCO;RETINOL;COLECALCIFEROL,528700203161322,22.49
ÓXIDO CÚPRICO;ACETATO DE RACEALFATOCOFEROL;BETACAROTENO;SELÊNIO;ÓXIDO DE ZINCO;ÁCIDO ASCÓRBICO,524820030009907,75.92
ÓXIDO CÚPRICO;NICOTINAMIDA;NITRATO DE TIAMINA;ACETATO DE RACEALFATOCOFEROL;PANTOTENATO DE CÁLCIO;RIBOFLAVINA;CLORIDRATO DE PIRIDOXINA;SULFATO DE ZINCO MONOIDRATADO;ÁCIDO FÓLICO;ÁCIDO ASCÓRBICO;CIANOCOBALAMINA,552819120061207,43.94
ÓXIDO CÚPRICO;SELENATO DE SÓDIO;ACETATO DE RACEALFATOCOFEROL;BETACAROTENO;RIBOFLAVINA;ÓXIDO DE ZINCO;ÁCIDO ASCÓRBICO,500500101118422,109.82
ÓXIDO DE MAGNÉSIO;SIMETICONA;HIDRÓXIDO DE ALUMÍNIO,508011804138416,11.24
ÓXIDO DE ZINCO,533507401164427,18.72
ÓXIDO DE ZINCO;ÁCIDO ASCÓRBICO,540420050013307,27.51
